,name
15116,Afib P 50mg/125mg Oral Suspension
15117,Alfacare 150mg Injection
15118,Azimid 100mg Oral Suspension
15119,Avencid 40mg Tablet
15120,Abcin 500mg Injection
15121,Arkaval 200mg/87mg Tablet CR
15122,Adidase-SP Tablet
15123,Alfacare 150mg Injection
15124,Azilios 40mg Tablet
15125,Aklonac SP 100mg/325mg/15mg Tablet
15126,Angedil 10mg Tablet
15127,Alwopil 6mg/400mg Tablet
15128,Antimef Tablet
15129,Aroflox 200mg Tablet
15130,Amoluck 375 Tablet
15131,Azilin 100mg/5ml Suspension
15132,Azmytab 500mg Tablet
15133,Agumerz CV 228.5mg Syrup
15134,Achilles SP 100mg/325mg/15mg Tablet
15135,Astemate M 1mg/500mg Tablet ER
15136,Arclav DS Dry Syrup
15137,Alenzer-P Tablet
15138,Alemetro 500mg Infusion
15139,Avinim 100mg Tablet
15140,Ament 500mg/125mg Tablet
15141,Acfex 500mg Capsule
15142,Azifence 250 Tablet
15143,Aglomol P 100mg/325mg Tablet
15144,Azikap 500mg Tablet
15145,Acronac 200 Tablet SR
15146,Afib P 50mg/125mg Oral Suspension
15147,ACN P Suspension
15148,Avopact 200mg Tablet SR
15149,Askapyrin 650mg Tablet
15150,Acidale-S Tablet
15151,Akiko SP 100mg/325mg/10mg Tablet
15152,Alderos 5mg Tablet
15153,Airpan 40mg Tablet
15154,Acedac-P 100mg/325mg Tablet
15155,Akodril Sachet
15156,Allstate MF 500mg/250mg Tablet
15157,Azisat 500mg Tablet
15158,Aedizith A 500mg/30mg Tablet
15159,Alveodin-M Chewable Tablet
15160,Acvaxim 500 Tablet
15161,Aceclave 500 mg/125 mg Tablet
15162,Amitar Forte Tablet
15163,Amdorich AT 5mg/25mg Tablet
15164,Abrox M Syrup
15165,Acorzone 250mg Injection
15166,Acsent Plus 100mg/500mg Tablet
15167,Asmatuss Syrup
15168,Aim 500mg Tablet
15169,As Xime CV Dry Syrup
15170,Audixim 200mg Tablet
15171,Akcip TZ 500 mg/600 mg Tablet
15172,Arcef 1000mg Injection
15173,Aedicef O 200mg/200mg Tablet
15174,Asdiclo MR Tablet
15175,Afinate 60 Injection
15176,Accazi 250 Tablet
15177,Appacipro Eye Drop
15178,Apxime 500mg Injection
15179,Alnol 300mg Tablet
15180,Akcip TZ 500 mg/600 mg Tablet
15181,Abrox M Syrup
15182,As Xime CV Dry Syrup
15183,Audixim 200mg Tablet
15184,Arcef 1000mg Injection
15185,Appacipro Eye Drop
15186,Apxime 500mg Injection
15187,Aedicef O 200mg/200mg Tablet
15188,Asdiclo MR Tablet
15189,Acorzone 250mg Injection
15190,Amocef 200 LB Tablet
15191,Acilox 125 mg/125 mg Injection
15192,Antoine 250mg Tablet
15193,Amdiron AT 5mg/50mg Tablet
15194,Auctiz 200mg Oral Suspension
15195,Axes 250mg Tablet
15196,Anifine 1% Cream
15197,Alco-Plus Injection
15198,Amotac CL 500mg/125mg Tablet
15199,Azivio 250mg Tablet
15200,Avostat 20 Tablet
15201,Apicold NP Tablet
15202,Alprodine DM 10mg/20mg Tablet
15203,Atorfirst 40mg Tablet
15204,Axitel H 40mg/12.5mg Tablet
15205,Aclomil P Oral Suspension
15206,Aslera-D 50mg/10mg Tablet
15207,Amlopil 2.5mg Tablet
15208,Auctelmi 20mg Tablet
15209,Acrecet-LM Tablet
15210,Alto P Oral Suspension
15211,Azorit 250mg Tablet
15212,Affydase D 50mg/10mg Tablet
15213,Arden 125mg/5ml Suspension
15214,Azoff 400mg Tablet
15215,Amarglim Plus 1mg/500mg Tablet
15216,Azithea 100mg/5ml Syrup
15217,Accumet GP 1mg/500mg/15mg Tablet
15218,Albicet AM Syrup
15219,Atsure 1.4gm Injection
15220,Ambrocof S Syrup
15221,Axes 250mg Tablet
15222,Averot M 80mg/250mg Tablet
15223,Auctiz 200mg Oral Suspension
15224,Abicid 20 Capsule
15225,Acokryp MR 100mg/325mg/250mg Tablet
15226,Acimax P 100mg/500mg Tablet
15227,Arniclav 500mg/125mg Tablet
15228,Acilox 125 mg/125 mg Injection
15229,Almero 125mg Injection
15230,Amdiron AT 5mg/50mg Tablet
15231,Aslera-D 50mg/10mg Tablet
15232,Arlexin 250 Tablet DT
15233,Auctelmi 20mg Tablet
15234,Amlopil 2.5mg Tablet
15235,Apicold NP Tablet
15236,Atorfirst Ez 10mg/10mg Tablet
15237,Aclonova-P Tablet
15238,Anic LB 500mg/125mg Tablet
15239,Axitel H 40mg/12.5mg Tablet
15240,Arlexin 250 Tablet DT
15241,Asdon 4mg Tablet
15242,Anic LB 500mg/125mg Tablet
15243,Aeorab 20mg Injection
15244,Aliflox OZ 200mg/500mg Tablet
15245,Actovis G 300mg/500mcg Tablet
15246,Adglytrol-OTM Tablet SR
15247,Artijen 60mg Injection
15248,Arutop 10mg Tablet
15249,Astyclav LB 500mg/125mg Tablet
15250,AP Clave 200mg/28.5mg Tablet DT
15251,Axonac P 100mg/500mg Tablet
15252,Acec 100mg Tablet
15253,Azidil 500mg Tablet
15254,Athfin Tablet
15255,Azithrot Suspension
15256,Arycin 200mg Syrup
15257,Azact 250 Tablet
15258,Abicer P 100mg/325mg Tablet
15259,Acmor SP 100mg/325mg/15mg Tablet
15260,Agosan 25mg Tablet
15261,Azidish 500mg Tablet
15262,Albazio Plus 6mg/400mg Tablet
15263,Ambo CV 500mg/125mg Tablet
15264,Adetam 750 Tablet
15265,Abomol SP 100mg/325mg/15mg Tablet
15266,AOF 200mg Tablet
15267,Aniflox 500mg Tablet
15268,Anadase Tablet
15269,Amloapt 5mg Tablet
15270,Aford 500mg Tablet
15271,Amloapt 5mg Tablet
15272,Atorhil 10 Tablet
15273,Azux 250mg Tablet
15274,Artimisa 80mg Injection
15275,Astzin 75mg Tablet
15276,Agro IT 200mg Capsule
15277,Atorvacare 20 Tablet
15278,Azicus 250mg Tablet
15279,Azivrol 250 Tablet
15280,Albifen 200mg Oral Suspension
15281,Abcid D 10mg/20mg Capsule
15282,Alzomax 0.25mg Tablet
15283,Anxicure 1mg Tablet
15284,Alemox CV LB 500mg/125mg Tablet
15285,Amygyn 500mg Tablet
15286,Adrox 250mg Tablet DT
15287,Antac 150mg Tablet
15288,Armef Spas 10mg/250mg Tablet
15289,Avscab Lotion
15290,Averflox 200mg Tablet
15291,Azolid 250mg Tablet
15292,Apclox 250mg/250mg Capsule
15293,Atlip 10mg Tablet
15294,Azilox 500mg Tablet
15295,Aelxim-AZ 100 Tablet
15296,Acefos 100mg Tablet
15297,Articering 50 mg/750 mg Tablet
15298,Amlothens AT 5 mg/50 mg Tablet
15299,ADINEP 5MG TABLET
15300,Amygyn 500mg Tablet
15301,Alemox CV LB 500mg/125mg Tablet
15302,Averflox 200mg Tablet
15303,Avidrot MF 80mg/250mg Tablet
15304,Azimef P Syrup
15305,Alpodox 100 Tablet DT
15306,Aike-S Tablet
15307,Axicef 500mg Injection
15308,Arocef 500mg Injection
15309,Amradox Syrup
15310,Amtex-SB Injection
15311,Abimome Cream
15312,Aelxim-OF Dry Syrup
15313,Astafix 50mg Syrup
15314,Asucrose 25mg Tablet
15315,Ampiwok 250mg Capsule
15316,Amdorich L 5mg/5mg Tablet
15317,Apicef S 1000mg/500mg Injection
15318,Axime Dry Syrup
15319,Arnacef 200mg Tablet DT
15320,Aciprox 500mg Tablet
15321,Axolap-S 1.5 Injection
15322,Alflam P 100mg/325mg Tablet
15323,Ameto G Forte 3mg/1000mg Tablet
15324,Anilide Suspension
15325,Acifear 40mg Injection
15326,Adb 1500 Injection
15327,Amropenem 500mg Injection
15328,Ancef O 50mg Dry Syrup
15329,Agonfree-P Tablet
15330,Acifear 40mg Injection
15331,Ameto G Forte 3mg/1000mg Tablet
15332,Adb 1500 Injection
15333,Albaxo Oral Suspension
15334,Actimox 250mg Tablet DT
15335,Avithrocin 250mg Tablet
15336,Akloflam MR 100mg/325mg/250mg Tablet
15337,Acmesylate Injection
15338,Aldiagram 100 mg/150 mg Suspension
15339,Alo NT 500mg/200mg Tablet
15340,Allekast-M Tablet
15341,Avokold N Tablet
15342,Anilide Suspension
15343,Acrovin 500mg Injection
15344,Apol MR 100mg/325mg/250mg Tablet
15345,Adgest HP 500mg Injection
15346,Anguil 2.6mg Tablet SR
15347,Asys P 100mg/325mg Tablet
15348,Azipar 200mg/5ml Syrup
15349,Anafil Syrup
15350,Acik Plus 100mg/500mg Tablet
15351,Alicin 200mg Suspension
15352,Aborvast 10mg Tablet
15353,Addira 4 Capsule
15354,Alihist 8mg Tablet
15355,Azigreen Syrup
15356,Acflox OZ 200 mg/500 mg Tablet
15357,Alcoxib TH 60mg/4mg Tablet
15358,Azimel 250mg Tablet
15359,Afilex 100mg Capsule
15360,Anafil Syrup
15361,Aclonec Plus 100mg/325mg Tablet
15362,Afdazole D 10 mg/20 mg Capsule
15363,Azin 500mg Tablet
15364,Artunit 60mg Injection
15365,Azimel 250mg Tablet
15366,Afilex 100mg Capsule
15367,Acflox OZ 200 mg/500 mg Tablet
15368,A Clo 200mg Tablet SR
15369,Asern-P Tablet
15370,Adgest HP 500mg Injection
15371,Acik Plus 100mg/500mg Tablet
15372,Aziwel 250mg Tablet
15373,Aziley 500mg Tablet
15374,Alovac-R Capsule SR
15375,Aloo 200mg Tablet SR
15376,Admoxy D 250mg/250mg Capsule
15377,Azilsmart 80mg Tablet
15378,Azygo 500mg Tablet
15379,Anoflox O 200 mg/500 mg Tablet
15380,Amlo-Dalcare 10 Tablet
15381,Aldase 10mg Tablet
15382,ATR Syrup
15383,Aridef Suspension
15384,Amlocure 5mg/50mg Tablet
15385,Alidec 50 Injection
15386,Aziport 250mg Tablet
15387,Azivia 250mg Tablet
15388,Augclav Kid Tablet DT
15389,Asier SR 200mg Tablet
15390,Azim Suspension
15391,Azigreen Syrup
15392,Asterpan 40mg Tablet
15393,Avnac SP Tablet
15394,Artisafe 150mg Injection
15395,Arvid OZ 200mg/500mg Tablet
15396,Anzop 40mg Tablet
15397,Apazine MR Tablet
15398,Alcocet-M Syrup
15399,Amoxysain 125mg Dry Syrup
15400,Aeroway-D Syrup
15401,Anthelmet Syrup
15402,Aarfen SP 100mg/325mg/10mg Tablet
15403,Addicef 1500mg Injection
15404,Aclovin 200mg Tablet SR
15405,Alfi 100mg Tablet
15406,Alprater 0.5mg Tablet
15407,Alpram 0.25mg Tablet
15408,Amsyl 250mg Tablet
15409,Attila 60mg Injection
15410,Amebact 400mg/600mg Tablet
15411,Adrox 500mg Tablet DT
15412,Anexidep 5 mg/25 mg Tablet
15413,Augnic 500mg/125mg Tablet
15414,Acefox CX 500mg Injection
15415,Acigrip 20 mg/40 mg Tablet
15416,Avpod 200 Tablet DT
15417,Amaze CV 500mg/125mg Tablet
15418,Abiba DG 750mg/50mg/250mg Tablet
15419,Azilife 500mg Tablet
15420,Aveflox OZ 200mg/500mg Tablet
15421,Arinatem 60mg Injection
15422,Alspas 20mg/500mg Tablet
15423,Altranerv Capsule
15424,Alizole Injection
15425,Abend 200mg Suspension
15426,Actibro DM Syrup
15427,Ayunac MR 250mg/50mg/325mg Tablet
15428,AFO 100mg Capsule
15429,Amxon LB 500mg/125mg Tablet
15430,Azimo 500mg Tablet
15431,Azlus 250mg Tablet
15432,Akuflex P 100 mg/325 mg Tablet
15433,Amaze CV 500mg/125mg Tablet
15434,Ativak 500mg Injection
15435,Angia 500mg Tablet
15436,A2P 100mg/500mg Tablet
15437,Allitostate 40 Tablet
15438,Aziresp 500mg Tablet
15439,AZ3 200MG/5ML ORAL LIQUID
15440,Achquit 100mg Tablet
15441,Azidiva 500 Tablet
15442,Asv-Set 4 Tablet
15443,Anticlave 250mg/125mg Tablet
15444,Aciclowel SP 100mg/325mg/15mg Tablet
15445,Asramox-CV 625 Tablet
15446,Axpogest 100mg Soft Gelatin Capsule
15447,Alveospre 50mcg Nasal Spray
15448,Axeten H 40 mg/12.5 mg Tablet
15449,Axaclav 500mg/125mg Tablet
15450,Achenix Spas 80mg/100mg Tablet
15451,Azinox 250mg Injection
15452,Atorvader 10mg Tablet
15453,Alenmox 500mg Capsule
15454,Azinip 250mg Tablet
15455,Anamec 1500mcg Injection
15456,Acijen Tablet
15457,Arox Suspension
15458,Almont Kid 2.5mg/4mg Tablet
15459,Azem 250mg Tablet
15460,Apricacine 2% Injection
15461,Alpram 0.25mg Tablet
15462,Adrox 500mg Tablet DT
15463,Amsyl 250mg Tablet
15464,Aclovin 200mg Tablet SR
15465,Amebact 400mg/600mg Tablet
15466,Attila 60mg Injection
15467,Augnic 500mg/125mg Tablet
15468,A-Win 5 Injection
15469,Azisar 250mg Tablet
15470,Acioflo 200 Tablet
15471,Acilex MR 100mg/325mg/250mg Tablet
15472,Aspinem 1gm Injection
15473,Apicef 1000mg Injection
15474,Amizom 250mg Injection
15475,Amoflox Eye Drop
15476,Aight-SP Kit Tablet
15477,Aticef 1000 mg/500 mg Injection
15478,Apfresh Mouth Wash
15479,Apizone 1000mg/500mg Injection
15480,Aziwis 500mg Tablet
15481,Azilife 500mg Tablet
15482,Acefox CX 500mg Injection
15483,Acigrip 20 mg/40 mg Tablet
15484,Avpod 200 Tablet DT
15485,Abnim Cold & Flu Tablet
15486,Abiba DG 750mg/50mg/250mg Tablet
15487,Arteross Plus 80mg/480mg Tablet
15488,Azrocin 250mg Tablet
15489,Auxigin 300 SR Tablet
15490,Alfucoz 150mg Tablet
15491,Acerose P Syrup
15492,Alfexin 125mg Tablet DT
15493,Ampin Plus 250mg/250mg Capsule
15494,Atortip 20mg Tablet
15495,Acion P 100mg/325mg Tablet
15496,Allitra 200 Capsule
15497,Azibres 250mg Tablet
15498,Amoxinga 250mg Capsule
15499,Abcof DX Syrup
15500,Atorindia 20mg Tablet
15501,Ambac D. 125mg Syrup
15502,Acefox-P Tablet
15503,Alusolone D 6mg Tablet
15504,Atepose 100mg Tablet
15505,Aciboon-MR Tablet
15506,Amlonite 10mg Tablet
15507,Acvin R 200mg/20mg Capsule SR
15508,Amoxyplus 200mg/28.5mg Dry Syrup
15509,Aitaz 1000mg/125mg Injection
15510,Ance 50mg Capsule
15511,Acepal P Tablet
15512,A Clas Syrup
15513,Angemox 250mg Capsule
15514,Acef Plus 200mg/125mg Tablet
15515,Acizap 40mg Injection
15516,ANACOX-PLUS 450MG/300MG TABLET
15517,Alcoza 6mg Syrup
15518,Apodruff Shampoo
15519,Amty CP Forte 25mg/5mg Tablet
15520,Amlica 5mg Tablet
15521,Allorid 5mg Tablet
15522,Allorid M 5mg/10mg Tablet
15523,Anzithro 250mg Tablet
15524,Aziclub 500mg Tablet
15525,Achenix CT 100mg/325mg Tablet
15526,Alpha Num 150mg Injection
15527,Artinac 150 Injection
15528,Azikare 500 Tablet
15529,Amodox 200mg Tablet
15530,Aspod CV 200mg/125mg Tablet
15531,Asdox 50 Dry Syrup
15532,Acrelox 500mg Tablet
15533,Actiflox 100mg Tablet
15534,Anaxime 200 LB Tablet DT
15535,Aproxe CA Oral Suspension
15536,Alceclo - P Suspension
15537,A-Od 250mg Tablet
15538,Adcon Gel
15539,Aarcof Syrup
15540,Aarflo 200mg Tablet
15541,Actapod 100mg Tablet DT
15542,Astham Tablet
15543,Anzocef 250mg Injection
15544,Amcuff L Syrup
15545,Alcef 500mg Injection
15546,Aeson 200 Tablet
15547,Altaxel 30mg Injection
15548,Alcicold Tablet
15549,Aside 50mg Tablet
15550,Ambenac P 100mg/325mg Tablet
15551,Axolon 4mg Tablet
15552,Allery-M Tablet
15553,Amwa 5mg Tablet
15554,Avetron 4mg Tablet MD
15555,Antispore 150mg Tablet
15556,Azimount 250mg Tablet
15557,Amyclav-Forte Dry Syrup
15558,Aceof 200mg Tablet
15559,Astedac 50 Injection
15560,Aboxtil-CV 625 Tablet
15561,Apd Zole 20mg Capsule
15562,Acloriz-MR Tablet
15563,Adsole 500mg Injection
15564,Acrogyl DF 400mg/500mg Tablet
15565,Amcid 40mg Injection
15566,Artimal 75mg Injection
15567,Albenum Plus Syrup
15568,Acontop 40 Injection
15569,Ampilox C 100 mg/50 mg Drop
15570,Acmo P 100mg/500mg Tablet
15571,Anaikacin 500 Injection
15572,Amhrt-AT Tablet
15573,Arthace Plus 100mg/500mg Tablet
15574,Anocitrate 1250mg Syrup
15575,Atolva F 10mg/160mg Tablet
15576,Aldort MF 80mg/250mg Tablet
15577,Aclomil SP 100mg/325mg/15mg Tablet
15578,Alson 400mg Tablet
15579,Azad 250mg Tablet
15580,Acil 500mg Injection
15581,Avolide P 100mg/325mg Tablet
15582,Arolet 250mg Tablet
15583,Ambroter Suspension
15584,Afesan P 100 mg/500 mg Tablet
15585,Amgrace OD 100mg Tablet
15586,Anace 200mg Tablet SR
15587,Allitose-SP Tablet
15588,Amogril CV 500mg/125mg Tablet
15589,Acokit P 100mg/325mg Tablet
15590,AMPISYN 250 MG CAPSULE
15591,Adxime 250mg Tablet
15592,Akulax Syrup
15593,Ansaid DP Tablet
15594,Acemed-Forte Tablet
15595,Aicin 500mg Tablet
15596,Avenger-M 1 Tablet SR
15597,Aztan 10mg Tablet
15598,Alber 6mg/400mg Tablet
15599,Aclar S Tablet
15600,Ansaid DP Tablet
15601,Acispas 20mg/250mg Tablet
15602,Ashburn D 30mg/40mg Capsule SR
15603,Amyclav Dry Syrup
15604,Altol 25mg Tablet
15605,Amtro CL 500mg/125mg Tablet
15606,Amator 20 Tablet
15607,Azyle 250mg Tablet
15608,Adflu 150 Tablet
15609,Amitel AM 40mg/5mg Tablet
15610,Acevion MR 100mg/325mg/250mg Tablet
15611,Arozy 250mg Tablet
15612,Abnik MR 100mg/325mg/250mg Tablet
15613,AMPISYN 250 MG CAPSULE
15614,Aeltra 200mg Capsule
15615,Alber 6mg/400mg Tablet
15616,Ampilox 100 mg/50 mg Drop
15617,Aclar S Tablet
15618,Abigest N 200mg Capsule
15619,Aicin 500mg Tablet
15620,Acemed-Forte Tablet
15621,Azigor 500mg Injection
15622,Alovix 800mg Tablet
15623,Azitrack 500 Tablet
15624,Amovid Syrup
15625,Argesic 25mg Injection
15626,Aurbet Depot 250mg Injection
15627,Aeugesic 50 mg/500 mg Tablet
15628,Acillect 40mg Injection
15629,Alfresh 0.25mg Tablet
15630,Amentoclav Dry Syrup
15631,Alkatos 1.4gm Syrup
15632,Adcam 20 DT Tablet
15633,Adzospas-M Tablet
15634,Agrocip 250mg Tablet
15635,Augcef 500mg/500mg Injection
15636,Athis 5mg Tablet
15637,Acortuss LS Syrup
15638,Avirab 20mg Injection
15639,Anxinix 0.25mg Tablet
15640,Arotim-LA Eye Drop
15641,Actorab D 10mg/20mg Tablet
15642,Avitacef-OX Tablet
15643,Amlonip 5mg Tablet
15644,Axeta O Oral Suspension
15645,Abitor C 10mg/75mg Tablet
15646,Asomak MR 100mg/325mg/250mg Tablet
15647,Avstin 20mg Tablet
15648,Axpodox 200mg Tablet
15649,Aacef S 1000mg/500mg Injection
15650,Alfresh 0.25mg Tablet
15651,Atenotus 50mg Tablet
15652,Atark 50mg Tablet
15653,AK-60 Dry Syrup
15654,Anaerid-F Oral Suspension
15655,Acicef O 200mg/200mg Tablet
15656,Altok 0.25mg Tablet
15657,Alfio FX 10mg/120mg Tablet
15658,Alecta MR Tablet
15659,Allerkit Tablet
15660,Adzospas-M Tablet
15661,Aleflox 750mg Tablet
15662,Abomi-DSR Capsule
15663,Afpod 50mg Dry Syrup
15664,Axpodox 200mg Tablet
15665,Aacef S 1000mg/500mg Injection
15666,Arifix 50mg Tablet DT
15667,Alox DC 250mg/250mg Capsule
15668,Acortuss LS Syrup
15669,Avirab 20mg Injection
15670,Alkatos 1.4gm Syrup
15671,Arotim-LA Eye Drop
15672,Avopact Oral Suspension
15673,Aboflam-Plus Tablet
15674,Anixim 100mg Tablet
15675,Azoic 250mg Tablet
15676,Acogesic-PS Suspension
15677,Aziplan 250 Tablet
15678,Anloxa OZ 200mg/500mg Tablet
15679,Afenic Plus Oral Suspension
15680,Aceflow MR 100mg/325mg/250mg Tablet
15681,Anvip 20mg Tablet
15682,Ailen-DSR Capsule
15683,Adicid Oral Suspension
15684,Acigo-MR Tablet
15685,Artibest 60mg Injection
15686,Acitreat-D Tablet
15687,Albedol Tablet
15688,Amlotus 10mg Tablet
15689,Acuflu Plus Syrup
15690,Alferon XT 20mg Injection
15691,Anloxa OZ 200mg/500mg Tablet
15692,Ampi Syrup
15693,Anvip 20mg Tablet
15694,Afenic Plus Oral Suspension
15695,Aceflow MR 100mg/325mg/250mg Tablet
15696,Acigo-MR Tablet
15697,Artibest 60mg Injection
15698,Amlotus 10mg Tablet
15699,Acitreat-D Tablet
15700,Albedol Tablet
15701,Adicid Oral Suspension
15702,Ailen-DSR Capsule
15703,Alercy 5mg Tablet
15704,Acetate T 100mg/4mg Tablet
15705,Arvin 250mg Tablet
15706,Azim 250mg Tablet
15707,Azi Smyle 250mg Tablet
15708,Aziril 200 Oral Suspension
15709,Aceden-P Oral Suspension
15710,Adipas Tablet
15711,Atepose 25mg Tablet
15712,Acepil SP 100mg/325mg/15mg Tablet
15713,Acepanac-P Tablet
15714,Acetica-T Tablet
15715,Acezo P Syrup
15716,Aksicef 250mg Tablet
15717,Asat 20mg Tablet
15718,Asitac 150mg Tablet
15719,Azirak 100mg Oral Suspension
15720,Arvin 250mg Tablet
15721,Acezo P Syrup
15722,Azi Smyle 250mg Tablet
15723,Azimo 200mg Oral Suspension
15724,Aksicef 250mg Tablet
15725,Azomol 250mg Suspension
15726,Actan MR 100mg/325mg/250mg Tablet
15727,Asocet MR 100mg/325mg/250mg Tablet
15728,Altimic 1500mcg Injection
15729,Adicin 250mg Capsule
15730,Auxi CV Dry Syrup
15731,Azree 500mg Tablet
15732,Asat 20mg Tablet
15733,Azim 250mg Tablet
15734,Amnic TR 500mg/250mg Tablet
15735,Azifoc Tablet
15736,Asier MR Tablet
15737,Alfa-Cidal 150mg Injection
15738,Afen Pee 100mg/500mg Tablet
15739,Amzed Syrup
15740,Atorset 20mg Tablet
15741,Axonic CV 250mg/125mg Tablet
15742,Aspen 40mg Injection
15743,Alcef LB 100 Tablet
15744,Atvaroz 5mg Tablet
15745,Arodec 25mg Injection
15746,AMI 100mg Injection
15747,Adrax 25mg Tablet
15748,Aricold Oral Suspension
15749,Acphen SP 100mg/325mg/15mg Tablet
15750,Asizolam 0.25mg Tablet
15751,AT-Click 10 Tablet
15752,Azoflam OZ 250mg/500mg Tablet
15753,Alrax 6mg Oral Drops
15754,Arodec 25mg Injection
15755,Alcef LB 100 Tablet
15756,Azet Plus 50 mg/325 mg Tablet
15757,Arive 15mg Tablet
15758,Atvaroz 5mg Tablet
15759,Amocort 6mg Tablet
15760,Adinerv 1500mcg Injection
15761,Adinerv Forte Injection
15762,Azi 100mg Oral Suspension
15763,Azilamb 250mg Tablet
15764,Accumet GP 2mg/500mg/15mg Tablet
15765,Asticold Plus Tablet
15766,Albenmet 400mg Tablet
15767,Avleo 500 Tablet
15768,Aconpod 200 Tablet DT
15769,Aelxim 50 LB Dry Syrup
15770,Ampen 40mg Injection
15771,Actocef TZ 1000mg/125mg Injection
15772,Axem 200mg Tablet
15773,Azaus 500mg Tablet
15774,Azic Plus 200mg/250mg Tablet
15775,Adocef 500mg Injection
15776,Azither 250 Tablet
15777,Arkpod CV 200mg/125mg Tablet
15778,Acquire 500mg Tablet
15779,Astomet G 2mg/500mg Tablet
15780,Avezone 500mg Injection
15781,Adimoc-DS Dry Syrup
15782,Amolix 250mg Tablet DT
15783,Adxol 400mg/30mg Tablet
15784,Alup L 75mg/20mg Capsule
15785,Actispor 100mg Capsule
15786,Acogesic Capsule
15787,Azilet 500 Tablet
15788,Aarmox CV Dry Syrup
15789,Abomi 20mg Capsule
15790,AB CV 250mg/125mg Tablet
15791,Arnicool LS 75mg/20mg Capsule SR
15792,Aedical GM 50mg/750mg/250mg Tablet
15793,Aurophenyl 5% Eye Drop
15794,Albys LS Syrup
15795,Ampen 40mg Injection
15796,Affydase 5mg Tablet
15797,Adexa 4mg Injection
15798,Artil 500mg Injection
15799,Amlocas-AT 5mg/50mg Tablet
15800,AC Duo 500mg/125mg Tablet
15801,Azilin 100mg/5ml Syrup
15802,Abnerv 1500mcg Injection
15803,Acucob-P Tablet
15804,Anzithro Oral Drops
15805,Aycin 250mg Injection
15806,Argesic Plus 50 mg/500 mg Tablet
15807,Amrevo 5mg Tablet
15808,Amister 100mg Injection
15809,Alther Fort Dry Syrup
15810,Afnac-Fort Tablet
15811,Arena A 6mg/400mg Tablet
15812,Albrodex-LS Syrup
15813,Ayatel Beta 40mg/25mg Tablet
15814,Acivo MR 100mg/325mg/250mg Tablet
15815,Avecid Syrup
15816,Aceim-P Tablet
15817,Amoxyril CV 250mg/125mg Tablet
15818,Aqocin 200mg Tablet
15819,Axpas Tablet
15820,Atotab 80 Tablet
15821,Atorbet 20 Tablet
15822,Alnim P 100 mg/500 mg Tablet
15823,Aziclove 250 Tablet
15824,Aldbest 5mg Tablet
15825,Amoxivin CV 500mg/125mg Tablet
15826,Ace-Lui Cream
15827,Atorcure 20mg Tablet
15828,Astedac 25mg Injection
15829,Acesic-P Tablet
15830,Avecet 5mg Tablet
15831,Aziblue 100mg/5ml Suspension
15832,Atada 20mg Tablet
15833,Azydell 500 Tablet
15834,Aicort 100mg Injection
15835,Aspigrel 150 mg/75 mg Tablet
15836,Acitryp-DP Tablet
15837,Adlerab-DSR Capsule
15838,Appatoba Eye Drop
15839,Azilet 200mg/5ml Suspension
15840,Aptflam-PT Tablet
15841,Acep-P 100mg/500mg Tablet
15842,Advene 300mg Tablet
15843,Appatoba Eye Drop
15844,Amivane Forte 25 mg/10 mg Tablet
15845,Adride P 15mg/2mg Tablet
15846,Alonz 5mg Tablet
15847,Azilux Suspension
15848,Agradine 5% Lotion
15849,Amlica 2.5mg Tablet
15850,Almika 500mg Injection
15851,Avdox-CV 325 Tablet
15852,Amropenem 1000mg Injection
15853,Azeelyn 250 Tablet
15854,Amglow-Plus Cream
15855,Amlopar A 5mg/50mg Tablet
15856,Ambrodal G Syrup
15857,Alprotic 333mg/145mg Tablet CR
15858,Amkocin 500mg Injection
15859,Acecare-SP Tablet
15860,Aike T 100mg Injection
15861,Amdorich 5mg Tablet
15862,Amifull 25 Tablet
15863,Alenpod O 200mg/200mg Tablet
15864,Alcef O 100mg Tablet DT
15865,Alcef 100mg Tablet
15866,Antibin 450 mg/300 mg Tablet
15867,Arfen Compound 400 mg/325 mg Tablet
15868,Alpreg 200mg Capsule
15869,Arolin LS Syrup
15870,Anzispas D 80mg/250mg Tablet
15871,Aproxe O 200mg/200mg Tablet
15872,Avoxim CV 500mg/125mg Tablet
15873,ACTAPOD TABLET DT
15874,Amic T 500mg/250mg Tablet
15875,Azidec 250mg Tablet
15876,Agward C 200mg/125mg Tablet
15877,Aeoncef XP 1000mg/500mg Injection
15878,Azot Oral Suspension
15879,Addox 50mg Tablet
15880,Avokuf M Syrup
15881,Avmet 500mg Tablet SR
15882,Amontin LB Tablet
15883,Ampilon C 250mg/250mg Injection
15884,Alvocet M Oral Suspension
15885,Atemarc 100mg Tablet
15886,Altocerin 50mg Tablet
15887,Angitrit 20mg Tablet
15888,Avutel 40mg Tablet
15889,Alphasan 1500 Injection
15890,Amcuff D Syrup
15891,Afetan-SP Tablet
15892,Alvoflam-TH Tablet
15893,Aceyo SP 100mg/325mg/15mg Tablet
15894,Aceleo-TH Tablet
15895,Azeon 200mg Syrup
15896,Alphasan-Plus Injection
15897,Amexine 250mg/8mg Capsule
15898,Aflogurd 5mg/10mg Tablet
15899,Alone 25mg Injection
15900,Avumega Oral Suspension
15901,Alnac Plus 100mg/325mg Tablet
15902,Avokuf M Syrup
15903,Avmet 500mg Tablet SR
