,name,
9634,Amtoril 600mg Tablet,
9635,Argisept 1%/0.2% Cream,
9636,Adiflam 50mg Injection,
9637,Aloo 100mg/500mg Tablet,
9638,Acepain 100mg/500mg Tablet,
9639,Acidpure MPS Syrup,
9640,Asterisk 150mg Tablet,
9641,Azitru 100mg/5ml Dry Syrup,
9642,Amlo E 5 mg/5 mg Tablet,
9643,Acmeto-XL 50 Tablet PR,
9644,Amanza 1mg Tablet,
9645,Atorvacare 40mg Tablet,
9646,Ampod 200mg Tablet,
9647,Autorin 50mg Tablet,
9648,Alpro Forte Tablet,
9649,Albapam 3MIU Injection,
9650,Alprasan 0.5mg Tablet,
9651,Atheart EZ 10mg/10mg Tablet,
9652,Angio 50mg Tablet,
9653,Allofex 180mg Tablet,
9654,Atronex 0.6mg Injection,
9655,Abex-D 10mg/20mg Tablet,
9656,Acinist P 100mg/325mg Tablet,
9657,Amcodex LS Syrup,
9658,Afdixim 200mg Tablet DT,
9659,Adipin 2.5mg Tablet,
9660,Amlocor 10mg Tablet,
9661,Acinist P 100mg/325mg Tablet,
9662,Avizox CV 500mg/125mg Tablet,
9663,Augmine 1000 Tablet,
9664,Acenip 100 mg/325 mg Tablet,
9665,Arox 150mg Capsule,
9666,Atecard M 5 mg/50 mg Tabcap,
9667,AV Fresh 0.5% Eye Drop,
9668,Amisac 250mg Injection,
9669,Avflo 200mg Tablet,
9670,Acebon-MR 100mg/325mg/250mg Tablet,
9671,Amdonex AT 5mg/50mg Tablet,
9672,Asthmol-G Syrup,
9673,Aditin Oral Suspension,
9674,Asicryl 1000 mg/20 mg Suspension,
9675,Atorwin 40mg Tablet,
9676,Atoclop 40 Tablet,
9677,AMIGRESS 100 MG TABLET,
9678,Aniryl Suspension,
9679,Arthrodac 20mg Tablet,
9680,Adipin 2.5mg Tablet,
9681,Aldulan 40mg Tablet SR,
9682,Agesic S Tablet,
9683,Aclonec-SP Tablet,
9684,Amitreat 25mg Tablet,
9685,Analgiawin Plus 50mg/100mg/325mg Tablet,
9686,Adrosal 10mg Injection,
9687,Acutaz 4000mg/500mg Injection,
9688,Azital 250mg Tablet,
9689,Aldogest 300 SR Tablet,
9690,Aldogest 300 SR Tablet,
9691,Azicore 500mg Tablet,
9692,Asmazed 50 mg/1.25 mg/2 mg Tablet,
9693,Agretax MF 500 mg/250 mg Tablet,
9694,Amortin-CV Tablet,
9695,AX Cold Syrup,
9696,Aproxe 200mg Tablet,
9697,Ace Plus 50 mg/15 mg Tablet,
9698,Azilin XL 200mg Suspension,
9699,Ayatel H 40mg/12.5mg Tablet,
9700,Asthasol BT Tablet,
9701,Ashmet 500mg Infusion,
9702,Acepred 8mg Tablet,
9703,Adcef LB 150mg/45Million spores Tablet,
9704,Aniflozid 600mg Tablet,
9705,Avoderm Plus Cream,
9706,Abides Tablet,
9707,Allerhin Cold Tablet,
9708,Avertol 6mg Tablet,
9709,Agidol 0.5mg Tablet,
9710,Abrozu Gold 75mg/20mg/75mg Capsule,
9711,Amoxichem CV 500mg/125mg Tablet,
9712,Azcin Gel,
9713,Atonet 10mg Tablet,
9714,Av Cid 500mg Tablet,
9715,Aram Tablet,
9716,Agmazole 150mg Tablet,
9717,Acil OD 250mg Tablet,
9718,Abovir 200mg Tablet,
9719,Anbcl Ear Drop,
9720,Amlotus D Syrup,
9721,Adipostat 10 Tablet,
9722,Abides Tablet,
9723,Abrozu Gold 75mg/20mg/75mg Capsule,
9724,Azifile LB 500mg Tablet,
9725,Acuzith 250mg Tablet,
9726,Addpril 2.5 Tablet,
9727,Azithom 250mg Tablet,
9728,Aspram 100mg/325mg/15mg Tablet,
9729,ALVEX BR SYRUP,
9730,Aeronac Ace 100 mg/15 mg Tablet,
9731,Aclowin 100mg/500mg Tablet,
9732,Aclonec P 100mg/500mg Tablet,
9733,Acepro MR 100mg/325mg/250mg Tablet,
9734,Aldase 10mg Tablet,
9735,Ace Xeroflar 200 mg/20 mg Capsule,
9736,Alspas Forte Tablet,
9737,ANGITAB 20MG TABLET,
9738,Ashphylline 100 Capsule,
9739,Agipine 15mg Tablet,
9740,Alzopam 0.25mg Tablet,
9741,Acina SP Tablet,
9742,Aktizine 25mg Tablet,
9743,Acmerose 20mg Tablet,
9744,Azro 100mg Oral Suspension,
9745,Ampod CV 200mg/125mg Tablet,
9746,Avdox-CV Tablet,
9747,Azunate AB 75mg Injection,
9748,Azimits 500mg Tablet,
9749,Aziruth  250 Tablet,
9750,Apitrax 200mg Tablet,
9751,Addira 8 Capsule,
9752,Adydol-Forte Tablet,
9753,Abrizol-DSR Capsule,
9754,Aldepraz D 10 mg/40 mg Tablet,
9755,Antica 20 mg/100 mg Tablet,
9756,Alsera N 100 mg/10 mg Tablet,
9757,AM Slim 120mg Capsule,
9758,Altase M 5mg/10mg Tablet,
9759,Alecox T 60mg/4mg Tablet,
9760,Ahlox Eye Drop,
9761,Agrophyllin 77mg/23mg Tablet,
9762,Aziway 250mg Tablet,
9763,Acevil P Tablet,
9764,Amiter AT 5mg/50mg Tablet,
9765,Artinase 120mg Injection,
9766,Aziwar 100mg/5ml Syrup,
9767,Aristocillin 125mg Dry Syrup,
9768,Ayatel 40 Tablet,
9769,Azipal 250 Tablet,
9770,Atorsis 20 Tablet,
9771,Aceton Plus 100mg/325mg/15mg Tablet,
9772,Aziyo 500mg Tablet,
9773,Atral 500mg Tablet,
9774,Amlozed A T 5 mg/50 mg Tablet,
9775,AEDON 5 MG TABLET,
9776,Alext AM 5mg/60mg Tablet,
9777,Axifer 100mg Injection,
9778,Aphen-P 100mg/500mg Tablet,
9779,Atorivas EZ 10 mg/10 mg Tablet,
9780,Ator 10 Tablet,
9781,Amilip 5mg/50mg Tablet,
9782,Antekavir 0.5 Tablet,
9783,Amwin's Fungisure-IT 200 Capsule,
9784,Altogest 200 SR Tablet,
9785,Auroflur Eye Drop,
9786,Astomont FF 10mg/120mg Tablet,
9787,Abicet LA 5mg/500mg/5mg Tablet,
9788,Amloat 5mg Tablet,
9789,Apotinib 100mg Tablet,
9790,Adronex RD 50mg Injection,
9791,Aciko Plus Oral Suspension,
9792,Aceclonij 100mg Tablet,
9793,Acidozole 20mg Tablet,
9794,Azifort 500 Tablet,
9795,Alcivo M 5mg/10mg Tablet,
9796,Acegold 100mg Capsule,
9797,Aler-LM 5mg/10mg Tablet,
9798,Acnac-S Tablet,
9799,Astodol S 50mg/10mg Tablet,
9800,Acupil 5mg Tablet,
9801,Acep-SP Tablet,
9802,Atpure 50mg Tablet,
9803,Aziline JR 40mg Suspension,
9804,Alclef SP Tablet,
9805,Aptsure Syrup,
9806,Alitop 80 Injection,
9807,Adimont-FX Tablet,
9808,Acetro 100mg/325mg Tablet,
9809,Auraxime 500 Tablet,
9810,Acetocalm Tablet,
9811,Amexine 500mg/8mg Capsule,
9812,Acicloflex 100mg Tablet,
9813,Ampi 500mg Injection,
9814,Anxiol 20mg Tablet,
9815,Atrosulph Eye Ointment,
9816,Aceford P 100mg/325mg Tablet,
9817,Astropan 40mg Tablet,
9818,Apel G 1.5mg/55mg Drop,
9819,Arfin 80mg/480mg Tablet,
9820,Accip Plus 4mg/100mg/325mg Tablet,
9821,Amisure 200mg Tablet,
9822,Amanza 2mg Tablet,
9823,Attor 40mg Tablet,
9824,Aczen SP Tablet,
9825,Athrovas 20mg Tablet,
9826,Antigest-IV Injection,
9827,Aquacin 500mg Injection,
9828,Axtam 800 Tablet,
9829,Actopar 100mg/325mg Tablet,
9830,Arena 750mcg/75mg Tablet,
9831,Amrofix 625 Tablet,
9832,Adexim 250mg Tablet,
9833,Aurocitine 10mg Tablet,
9834,Agopride Injection,
9835,Atorica CRC 80mg Tablet,
9836,Affopride 2-MK Tablet,
9837,Ariglide M 80mg/500mg Tablet,
9838,Agward 200mg Tablet DT,
9839,Acedol Gel,
9840,Apra 40mg Tablet,
9841,Acphen-P Tablet,
9842,Arthrox 250mg Tablet,
9843,Alestol 10mg Tablet,
9844,Aroxim OF 200mg/200mg Tablet,
9845,Amorik CV 500mg/125mg Tablet,
9846,Anceta M DS Oral Suspension,
9847,Abrophin 100mg Capsule,
9848,Amibiotic 100mg Injection,
9849,Arox 150mg Tablet,
9850,Almacaine Oral Suspension Sugar Free,
9851,A-Card 50mg Tablet,
9852,Azigla 500mg Tablet,
9853,Amlo-Dalcare T 40 Tablet,
9854,Anapol 650mg Tablet,
9855,Apbidin TM Eye Drop,
9856,Atoclop 20 Tablet,
9857,Ambrozen-S Syrup,
9858,Azitica 500 Tablet,
9859,Acephil 100mg Capsule,
9860,Avozet 250mg Tablet,
9861,Actolin 400mg Tablet,
9862,Atline 100mg Tablet,
9863,Aniclav 500mg/125mg Tablet,
9864,Azivital 500mg Tablet,
9865,Alprotic 200mg/87mg Tablet CR,
9866,Abdine Ointment,
9867,Acevin T 100mg/4mg Tablet,
9868,Aggrifib Injection,
9869,Aceloemm-MR Tablet,
9870,Alfabet Eye Drop,
9871,Aclogem 200mg Tablet SR,
9872,Alkafirst Syrup Sugar Free,
9873,Aceforce 200mg Tablet SR,
9874,Aceden-MR Tablet,
9875,Accos SP 100mg/325mg/15mg Tablet,
9876,Apikast L 5mg/10mg Tablet,
9877,Atsan 10mg Tablet,
9878,Aceron 200mg Tablet SR,
9879,Adlemef P Syrup,
9880,Arvisone 200mg Injection,
9881,Ab-CV Forte Dry Syrup,
9882,Afidox Tablet,
9883,Azinij 500mg Tablet,
9884,Arteema 75mg Injection,
9885,Amogesic-MR Tablet,
9886,Alfa Tor 150mg Injection,
9887,Acenip-MR Tablet,
9888,Atmika 500mg Injection,
9889,Amexel 100mg Injection,
9890,Avopact 100mg/325mg Tablet,
9891,Azicin 250mg Tablet,
9892,AM 5mg Tablet,
9893,Aceflow P 100mg/500mg Tablet,
9894,Alpron 0.25mg Tablet,
9895,Alpra 0.25mg Tablet,
9896,Anginil 2.6mg Tablet,
9897,Atrapar Eye Drop,
9898,A Rab D 30mg/20mg Capsule,
9899,Aloxy Tablet,
9900,Alzonex Plus 0.25 mg/20 mg Tablet,
9901,Aloxy Tablet,
9902,A Rab D 30mg/20mg Capsule,
9903,Andep-CD Tablet,
9904,Azimet 250mg Capsule,
9905,Aclown TH 100mg/4mg Tablet,
9906,Alepod CV Dry Syrup,
9907,Antuc 20mg Tablet,
9908,Aceclomay-RB Capsule SR,
9909,Acefos P 100mg/325mg Tablet,
9910,Acevir-SP Tablet,
9911,Aclobat MR Tablet,
9912,Acepine-P Tablet,
9913,Amoxyron 125mg Dry Syrup,
9914,Acin 500mg Tablet,
9915,Azitrac 250mg Tablet,
9916,Azigro 500mg Tablet,
9917,Aclozest 200mg Tablet SR,
9918,Agrolac Suspension,
9919,Aceprime-T Tablet,
9920,Avid Plus 10mg/500mg Tablet,
9921,Alfox OZ 50mg/5ml/125mg/5ml Syrup,
9922,Abanor Plus Tablet,
9923,Amoclavs 1000mg/200mg Injection,
9924,Alfumet Syrup,
9925,Arixime Syrup,
9926,Asthacan Syrup,
9927,Aarclo AS Tablet,
9928,Auxib 120mg Tablet,
9929,Azotik 500mg Tablet,
9930,Aceclonac 100mg Tablet,
9931,Ascend 20mg Tablet,
9932,Azivital 250mg Tablet,
9933,Actiderm 100mg Capsule,
9934,ANGITAB 60MG TABLET SR,
9935,Axydec 50mg Injection,
9936,AEDON 10 MG TABLET,
9937,Agicof Syrup,
9938,Amikafine 500mg Injection,
9939,Asoride 1mg Tablet,
9940,Aroma Soap,
9941,Aurid Ear Drop,
9942,Actilist Syrup,
9943,Allpain 100mg Tablet,
9944,Anxicalm 0.25mg Tablet,
9945,Alrubicin 150mg Injection,
9946,Alsef O 200mg Tablet,
9947,Asv-Zol 20 Tablet,
9948,Asonix Plus 100mg/325mg Tablet,
9949,Azirio 500mg Tablet,
9950,Alzo 0.5mg Tablet,
9951,Amwel 2.5mg Tablet,
9952,Alock E 120mg Tablet,
9953,Aclonec S 100mg/10mg Tablet,
9954,Asthanik 100mg Capsule,
9955,Alernex 180mg Tablet,
9956,Ajapride 1mg Tablet,
9957,Aridic 50mg Tablet,
9958,Amwisal Lotion,
9959,Atomox 18mg Tablet,
9960,Acenip-TH 4 Tablet,
9961,Atostat 20mg Tablet,
9962,Amivane 10mg Tablet,
9963,ASP 100mg/325mg/15mg Tablet,
9964,Aceclogesic SP 100mg/325mg/15mg Tablet,
9965,Acevid Plus Tablet,
9966,Acigrip P 40mg Tablet,
9967,Aurid Ear Drop,
9968,Apinac SP 100mg/325mg/10mg Tablet,
9969,Anxiest 10mg Tablet,
9970,Axipan LSR 75mg/40mg Capsule,
9971,Aeromycin 70mg Injection,
9972,Amlocom 5mg Tablet,
9973,Acelox 100mg/500mg Tablet,
9974,Azivo 50mg Tablet DT,
9975,Acizen P 100mg/325mg Tablet,
9976,Arpit 20mg Tablet,
9977,Athrovas 10mg Tablet,
9978,Adcold SBG Syrup,
9979,Azal 200mg/5ml Syrup,
9980,Amflox OZ 200mg/500mg Tablet,
9981,Azmox 250mg Capsule,
9982,Ator EZ 10mg/10mg Tablet,
9983,Avogel O Oral Suspension,
9984,Anginac SP 100mg/325mg/15mg Tablet,
9985,Accufine 5mg Softgel Capsule,
9986,ANGICOR 60MG TABLET,
9987,Alock E 120mg Tablet,
9988,Atflox OZ 200 mg/500 mg Tablet,
9989,Asthanik 100mg Capsule,
9990,Azal 200mg/5ml Syrup,
9991,Adcold SBG Syrup,
9992,Azipro 100mg Tablet DT,
9993,ANGICOR 60MG TABLET,
9994,Acenip-TH 4 Tablet,
9995,Aceclogesic SP 100mg/325mg/15mg Tablet,
9996,Azad 100mg Tablet DT,
9997,Amibactin DS 500mg/300mg Tablet,
9998,Apeline 2mg Syrup,
9999,Amurol NX 125mg Syrup,
10000,Acerab 10mg Tablet,
10001,Azest 200mg/5ml Suspension,
10002,Agikuff D Syrup,
10003,Aripicad 10 Tablet,
10004,Accmethyl 8mg Tablet,
10005,Acimol 50mg/500mg Tablet,
10006,Aciflam Kid 100mg/125mg Tablet,
10007,Aclorax P 100mg/325mg Tablet,
10008,Agaplene-C Gel,
10009,Atovis 10mg Tablet,
10010,Arigaba 400mg Tablet,
10011,Azicepta 500mg Tablet,
10012,Arginam 1000 Injection,
10013,Atazest 10mg Syrup,
10014,Azisoft 500mg Tablet,
10015,Abpent 40mg Tablet,
10016,Avencid D 30mg/40mg Capsule SR,
10017,Animox 250mg Tablet DT,
10018,Acewell P 100mg/325mg Tablet,
10019,Ariba L 75mg/20mg Capsule,
10020,Abpent 40mg Tablet,
10021,Avencid D 30mg/40mg Capsule SR,
10022,Animox 250mg Tablet DT,
10023,Augduo Syrup,
10024,AMTEK-AT 5MG/50MG TABLET,
10025,Artzen F 10mg/160mg Tablet,
10026,Albocef 500 Tablet,
10027,Asvoxia-P Tablet,
10028,Admenta 14mg Tablet XR,
10029,Aroside Forte 180mg/96mg/200mg Tablet,
10030,Achpan 40mg Injection,
10031,Atorfit EZ 10mg/10mg Tablet,
10032,Azwel 500mg Tablet,
10033,Avibose 0.2mg Tablet,
10034,Apel 2mg/5ml Syrup,
10035,Amoxiv-D LB Capsule,
10036,Albicet 5mg Tablet,
10037,Acevak Tablet,
10038,Azitro 200mg Oral Suspension,
10039,Allcid D 10mg/20mg Tablet,
10040,Altrom 2mg Tablet,
10041,Arize 15mg Tablet,
10042,Ariba L 75mg/20mg Capsule,
10043,Antron 4mg Tablet,
10044,Atocor Activ 10mg Tablet,
10045,Aziman 250mg Tablet,
10046,Azeloc 250mg Tablet,
10047,Amotic Tablet,
10048,Alocet D Tablet,
10049,Amitel 40mg/5mg Tablet,
10050,Amirin 140mg Tablet,
10051,Acecot Plus 100mg/325mg Tablet,
10052,Azest 100 Oral Suspension,
10053,Apewin LT 55 mg/1.5 mg Drop,
10054,Afen 200mg Tablet SR,
10055,Amicid 100mg Injection,
10056,Acebrogen 200mg Tablet SR,
10057,Atodin Gold 75mg/10mg/75mg Tablet,
10058,Amoxicorn-CV Dry Syrup,
10059,Acezen-SP Tablet,
10060,Auctelmi H 40mg/12.5mg Tablet,
10061,Azarel 500mg Tablet,
10062,Acekyor Forte Tablet,
10063,Azza 200mg Syrup,
10064,Auto Relief Eye Drop,
10065,Aceclocare 100mg Tablet,
10066,Augtax 1000 mg/500 mg Injection,
10067,AV Mol 650mg Tablet,
10068,Alimed 8mg Tablet,
10069,Alprawin 0.25mg Tablet,
10070,Alsolide MR Tablet,
10071,Affovog 0.2mg Tablet,
10072,Amaday AT 5 mg/50 mg Tablet,
10073,Ambicet 5 mg/30 mg Syrup,
10074,Apinez Syrup,
10075,Aziter 100mg Tablet DT,
10076,Algestrone 200mg Capsule,
10077,Aroglim-M 2mg/500mg Tablet,
10078,Azrox 150mg Tablet,
10079,Avgesic-SP Tablet,
10080,Acord L 50mg/5mg Tablet,
10081,Aamin L 5mg/5mg Tablet,
10082,Alven 400mg Chewable Tablet,
10083,Azrox 150mg Tablet,
10084,Aztel 500mg Tablet,
10085,Astecef 500 Tablet,
10086,Atorcyn 40mg Tablet,
10087,Atorcia 80mg Tablet,
10088,Atol 25mg Tablet,
10089,Avgesic-SP Tablet,
10090,Amitrex 250mg Injection,
10091,Alsolide MR Tablet,
10092,Alimed 8mg Tablet,
10093,Affovog 0.2mg Tablet,
10094,Atorday 5mg Tablet,
10095,Acicol O Syrup,
10096,Ambicet 5 mg/30 mg Syrup,
10097,Apinez Syrup,
10098,Acirest DSR 10mg/20mg Capsule,
10099,Atrite 5mg/60mg Tablet,
10100,Azitwell 500 Tablet,
10101,Algestrone 200mg Capsule,
10102,Aziter 100mg Tablet DT,
10103,Atyad AP Syrup,
10104,Alsert 50mg Tablet,
10105,Artinate-B Injection,
10106,Asthelite PD Syrup,
10107,Acelomag P 100mg/500mg Tablet,
10108,Aripod-CV 200mg/125mg Tablet,
10109,Almax 0.50mg Tablet,
10110,Aspan-DSR Capsule,
10111,Arlcyn 150 Tablet,
10112,Acelyn-P Tablet,
10113,Art-X Tablet,
10114,Argedin Cream,
10115,Artisure 80mg/480mg Tablet,
10116,Asmazed 50 mg/1.25 mg/4 mg Syrup,
10117,Alipride 10mg Tablet,
10118,Anxibrium 25mg Tablet,
10119,Aclotec Plus 100 mg/500 mg Tablet,
10120,Apriglim 3 Tablet,
10121,Amsol 100 Tablet,
10122,Accumet 500mg Tablet SR,
10123,A Tide 100mg Injection,
10124,Alencef AZ 200mg/500mg Tablet,
10125,Atorlive 20mg Tablet,
10126,Amoxtin-CV Tablet,
10127,Aztra 40mg Tablet,
10128,Allerest A 5mg/60mg Tablet,
10129,Alclox 250 mg/250 mg Capsule,
10130,Adglim MP 1mg/500mg/15mg Tablet,
10131,Acigerd DSR 30mg/20mg Capsule,
10132,Atalid 25mg Tablet,
10133,Atokidz Lotion,
10134,Atd 40 Injection,
10135,AMLOPURE 2.5MG TABLET,
10136,Alfucoz 100mg Tablet,
10137,Auromide 1% Eye Drop,
10138,Atcid 40mg Tablet,
10139,Azoth 50 Tablet,
10140,Acelom-P 100mg/500mg Tablet,
10141,Asidrop 20mg Tablet,
10142,Acebel 200mg Tablet SR,
10143,Azimo 250mg Tablet,
10144,Acistensa-SP Tablet,
10145,Afdicold Drop,
10146,Amvein 5mg Tablet,
10147,Amxin 500mg Tablet,
10148,Acylab 5% Cream,
10149,Autflam 100mg/325mg Tablet,
10150,Aceclomax 100mg Tablet,
10151,Abiliv A 5mg/60mg Tablet,
10152,Acostar P 100mg/325mg Tablet,
10153,Alfin 250mg Tablet,
10154,Acvirax 800mg Tablet,
10155,Azmox DL 250 mg/250 mg Capsule,
10156,Amrab LS 75mg/20mg Capsule SR,
10157,Amlovel 5mg Tablet,
10158,Arviflox OZ 200mg/500mg Tablet,
10159,Airway L Capsule,
10160,Amlosure 5mg Tablet,
10161,Acugrel AS 75mg/75mg Tablet,
10162,Articare 50mg Capsule,
10163,Amcetam 800mg Tablet,
10164,Acrub Gel,
10165,Axiglim M 2mg Tablet,
10166,Alrof 25mg Tablet,
10167,Arzine-P Oral Suspension,
10168,Alcet 5mg/5ml Syrup,
10169,Antorez D 30mg/40mg Capsule SR,
10170,Andep Tablet,
10171,Astodol-SP Tablet,
10172,Aclonova MR Tablet,
10173,Arzine-P Oral Suspension,
10174,Amilift 25mg Tablet SR,
10175,Alenmox LB 500mg/125mg Tablet,
10176,Amdepin H 5 mg/12.5 mg Tablet,
10177,Acilex P Suspension,
10178,Arasid 500mg Injection,
10179,Antorez D 30mg/40mg Capsule SR,
10180,Azidraw 250mg Tablet,
10181,Aizen Life 20% Injection,
10182,Anarex DX Syrup,
10183,Alcet 5mg/5ml Syrup,
10184,Acokryp P 100mg/325mg Tablet,
10185,Ambrocon 7.5mg Oral Drops,
10186,Amycin 50mg Injection,
10187,Atorsim 10mg Tablet,
10188,Amvus DX Syrup,
10189,Apletro 5mg Tablet,
10190,Ace 500 mg/500 mg Injection,
10191,Amoclavs 500mg/100mg Injection,
10192,Arocoxia 90mg Tablet,
10193,Amlarex AT 5mg/50mg Tablet,
10194,Acera Fast 20mg Tablet,
10195,Azotas 500mg Tablet,
10196,Agidol 3 Tablet,
10197,Amypres 75mg Tablet,
10198,Abanor-NP Tablet,
10199,Armizol IV Oral Suspension,
10200,Addbactam 2gm Injection,
10201,Aceprone S 100mg/325mg/15mg Tablet,
10202,Anarovit Forte Injection,
10203,Aabis P 100mg/325mg Tablet,
10204,Arclox 250mg/250mg Capsule,
10205,Anxigo 0.25mg Tablet,
10206,Afrelect 0.5mg Tablet,
10207,Acirex 5mg/2.5mg Tablet,
10208,Aux Tol 150 Tablet,
10209,Aceclomax-P Oral Suspension Mango,
10210,Actvert 16 Tablet,
10211,Actopan D 30mg/40mg Capsule SR,
10212,Alpralol AP 0.25mg/20mg Tablet,
10213,Azeedix 500mg Tablet,
10214,Afm 150mg Injection,
10215,Adcold T Tablet,
10216,Av Force 100mg Tablet,
10217,Acacia M 500mg/0.2mg Tablet,
10218,Atonext 25 Tablet,
10219,AROFF 100 MG TABLET,
10220,Alcephin LA 250 mg/250 mg Tablet,
10221,Azimint 500mg Tablet,
10222,Arstatin 40mg Tablet,
10223,Altaxime 500mg Tablet,
10224,Azotis 500mg Tablet,
10225,Aptirez Syrup,
10226,Ancip P 100mg/500mg Tablet,
10227,Alminth 200mg Syrup,
10228,Azi-KS 250 Tablet,
10229,Allmet 500mg Tablet SR,
10230,Alvirox 500mg Tablet,
10231,Altaxime 500mg Tablet,
10232,Alminth 200mg Syrup,
10233,Adimont-LC Tablet,
10234,Aztec 25mg Injection,
10235,Abcort 30mg Tablet,
10236,Allmet 500mg Tablet SR,
10237,Azyle 500mg Tablet,
10238,Anifen SP 100mg/325mg/15mg Tablet,
10239,Aclonac Thio 100mg/4mg Tablet,
10240,Azi-KS 250 Tablet,
10241,Actidase A 100mg/10mg Tablet,
10242,Alz 5mg Tablet,
10243,Alrega 750mcg/75mg Capsule,
10244,Atorfine 20mg Tablet,
10245,Afeb 100mg Infusion,
10246,Atorvest 10mg Tablet,
10247,Azidon 250mg Tablet,
10248,Amoxsyn CV 375 Tablet,
10249,Appecare Syrup,
10250,Aconmox CV 500mg/125mg Tablet,
10251,Azimi 500 Tablet,
10252,Asflam Tablet,
10253,Actinim 100mg Tablet DT,
10254,Aeropan D 10mg/40mg Tablet,
10255,Asic 50mg Tablet,
10256,Antik Syrup,
10257,Adpoxime 200mg Tablet DT,
10258,Apar-Plus Tablet,
10259,Alersent M 5mg/10mg Tablet,
10260,Aeropan D 10mg/40mg Tablet,
10261,Aziltensin 40 Tablet,
10262,Astodol P Tablet,
10263,Amlogud-AT Tablet,
10264,Atstat 10mg Tablet,
10265,Ambactum 500mg/500mg Injection,
10266,Amom D 30mg/40mg Capsule SR,
10267,Alzcort 30mg Tablet,
10268,Atorcin-F 10 Tablet,
10269,Axinor 5mg Tablet,
10270,Alphabetas 80mg Injection,
10271,Abomol P Syrup,
10272,Adgest 100 Capsule,
10273,Asclin 100mg Tablet,
10274,Apijen Syrup,
10275,Azivil 500 Tablet,
10276,Achnil SP Tablet,
10277,Azibion 250mg Tablet,
10278,Ambrotus Oral Drops,
10279,Ascort Forte 1mg Tablet,
10280,Azimac 250mg Tablet,
10281,Azotel 500mg Tablet,
10282,Acfast D 50 mg/10 mg Tablet,
10283,Acrotex 200mg Tablet,
10284,Atoran 40mg Tablet,
10285,Amoxyrich-CV Syrup,
10286,Aditro Cream,
10287,Antimyco 200mg Capsule,
10288,Azidine 500mg Tablet,
10289,Anuclo TH 4mg/100mg/325mg Tablet,
10290,Adgest 100 Capsule,
10291,Albentin Syrup,
10292,Apijen Syrup,
10293,Aditro Cream,
10294,Anuclo TH 4mg/100mg/325mg Tablet,
10295,Anburn O Suspension,
10296,Alquin 500mg Tablet,
10297,Amx O Oral Suspension,
10298,Azytal 500mg Tablet,
10299,Arnec P Tablet,
10300,Aquamone Cream,
10301,Anicoba-G 300mg/500mcg Tablet,
10302,Artifit 50mg Capsule,
10303,Alpam 0.25mg Tablet,
10304,Antap 100mg Tablet,
10305,Avlinctus Syrup,
10306,Adygest 200 Soft Gelatin Capsule,
10307,Ampucin 100mg Injection,
10308,Azirak 500mg Tablet,
10309,Ambilax 5mg Syrup,
10310,Acu-Spas Tablet,
10311,Abrox-D Syrup,
10312,Azigreat 500mg Tablet,
10313,Anort 6 Tablet,
10314,Aziceft L 200mg/250mg Tablet,
10315,Anidox 200mg Tablet,
10316,Andy 50mg Injection,
10317,Azacin-LB 250 Tablet,
10318,Agmoxtin 500mg/125mg Tablet,
10319,Apdil 250mg Tablet,
10320,Aziceft L 200mg/250mg Tablet,
10321,Alzine-D 15mg/20mg Tablet,
10322,Asthin 100mg Capsule,
10323,Apin PM 100 mg/500 mg Tablet,
10324,Anzithro 500mg Tablet,
10325,Azagraf 50mg Tablet,
10326,Anchlor Eye Ointment,
10327,Azimic 200mg Suspension,
10328,Adracef-CV 500 Tablet,
10329,Atofast-F Tablet,
10330,Azispan 100mg Tablet,
10331,Allzole 20mg Injection,
10332,Arsin Forte 80mg/480mg Tablet,
10333,Algibra 20mg Tablet,
10334,Arloc-D 30mg/40mg Tablet,
10335,Azilfit 40mg Tablet,
10336,Ayucef 500 Tablet,
10337,Azigreen 250mg Tablet,
10338,Allpride 100mg Tablet,
10339,Azivus 500mg Tablet,
10340,Acilex 100mg Tablet,
10341,Astropan DSR 30mg/40mg Capsule,
10342,Antorez 40mg Tablet,
10343,Amizest 100mg Tablet,
10344,Alerfri AD Linctus,
10345,Apzin 5mg Tablet,
10346,Atg Syrup Sugar Free,
10347,Azil 500mg Tablet,
10348,Azimore 250mg Tablet,
10349,Aconlax Mzs Oral Suspension,
10350,Avermont L 5mg/10mg Tablet,
10351,Anaida 50mg/500mg Tablet,
10352,Avespas 10mg/40mg Drop,
10353,Alodip 5mg Tablet,
10354,Amlic 500 Injection,
10355,Alom D 10mg/20mg Capsule,
10356,Aceforce SP 100 mg/500 mg/10 mg Tablet,
10357,Amitstress Tablet,
10358,Atcid DSR 20 mg/40 mg Tablet,
10359,AMLOSYL 10MG TABLET,
10360,Amlorid 5mg Tablet,
10361,Ambicof LS Syrup,
10362,Azvas CV 10mg/75mg Capsule,
10363,Amlocor 2.5mg Tablet,
10364,Aloxa 500 Tablet,
10365,Addox 100mg Tablet,
10366,Acekan Plus Capsule SR,
10367,Acrid RD 30mg/20mg Capsule SR,
10368,Acevolt-P 100mg/325mg Tablet,
10369,Azimin 100mg Tablet,
10370,Azirun 500mg Tablet,
10371,Abrozu Gold 75mg/10mg/75mg Capsule,
10372,Add Panto DSR Capsule,
10373,Athoderm Gel,
10374,Alevoz 5mg Tablet,
10375,Acewave P 100mg/325mg Tablet,
10376,Actoflox OR 200mg/500mg Tablet,
10377,Avencobal-PG Capsule,
